customerID,Churn,customer_gender,customer_SeniorCitizen,customer_Partner,customer_Dependents,customer_tenure,phone_PhoneService,phone_MultipleLines,internet_InternetService,internet_OnlineSecurity,internet_OnlineBackup,internet_DeviceProtection,internet_TechSupport,internet_StreamingTV,internet_StreamingMovies,account_Contract,account_PaperlessBilling,account_PaymentMethod,account_Charges.Monthly,account_Charges.Total,qtd_servicos_ativos,nivel_servico,partner_dependents
6838-YAUVY,False,Female,False,No,No,54,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Transferência bancária (automática),95.1,5064.85,6,Serviço completo,No_No
6839-ITVZJ,True,Female,False,Yes,Yes,26,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Cheque eletrônico,60.05,1616.15,5,Serviços intermediários,Yes_Yes
6840-RESVB,False,Male,False,Yes,Yes,24,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Cheque enviado,84.8,1990.5,8,Serviço completo,Yes_Yes
6844-DZKRF,False,Male,False,No,No,2,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Cartão de crédito (automático),50.2,109.25,3,Serviços intermediários,No_No
6845-RGTYS,True,Female,False,Yes,No,47,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Cheque eletrônico,98.75,4533.7,7,Serviço completo,Yes_No
6847-KJLTS,False,Female,True,Yes,No,58,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Transferência bancária (automática),100.4,5749.8,6,Serviço completo,Yes_No
6848-HJTXY,False,Female,False,Yes,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Cartão de crédito (automático),19.45,1208.6,1,Serviços básicos,Yes_No
6848-YLDFR,False,Male,False,Yes,Yes,58,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Cartão de crédito (automático),75.2,4300.8,6,Serviço completo,Yes_Yes
6849-OYAMU,True,Male,False,Yes,Yes,19,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Transferência bancária (automática),100.0,1888.65,6,Serviço completo,Yes_Yes
6849-WLEYG,True,Male,False,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Cheque enviado,19.75,19.75,1,Serviços básicos,No_Yes
6851-WEFYX,False,Male,True,Yes,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Cheque eletrônico,100.8,3437.5,6,Serviço completo,Yes_No
6854-EXGSF,False,Female,False,No,No,8,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Transferência bancária (automática),65.5,573.15,6,Serviço completo,No_No
6855-VLGOS,False,Male,False,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Cheque eletrônico,20.55,1432.55,1,Serviços básicos,Yes_Yes
6856-RAURS,False,Female,False,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Cheque enviado,74.9,136.05,3,Serviços intermediários,No_No
6857-TKDJV,False,Male,False,Yes,Yes,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Transferência bancária (automática),24.65,1620.45,2,Serviços básicos,Yes_Yes
6857-VWJDT,True,Female,False,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Cheque enviado,95.65,95.65,5,Serviços intermediários,No_No
6859-QNXIQ,False,Female,False,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Transferência bancária (automática),113.1,8248.5,9,Serviço completo,Yes_Yes
6859-RKMZJ,False,Male,False,Yes,No,11,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Transferência bancária (automática),55.05,608.15,3,Serviços intermediários,Yes_No
6860-YRJZP,False,Male,True,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Cheque eletrônico,74.05,678.45,3,Serviços intermediários,No_No
6861-OKBCE,True,Female,False,No,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Cartão de crédito (automático),20.1,221.35,1,Serviços básicos,No_Yes
6861-XWTWQ,True,Male,True,Yes,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Cheque eletrônico,99.25,665.45,6,Serviço completo,Yes_No
6862-CQUMB,False,Male,False,No,No,37,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Cartão de crédito (automático),96.1,3646.8,5,Serviços intermediários,No_No
6865-JZNKO,False,Female,False,No,No,30,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Transferência bancária (automática),55.3,1530.6,4,Serviços intermediários,No_No
6867-ACCZI,False,Female,False,Yes,Yes,24,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Cheque enviado,52.5,1208.15,7,Serviço completo,Yes_Yes
6869-FGJJC,False,Male,False,No,No,68,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Cartão de crédito (automático),79.6,5461.45,4,Serviços intermediários,No_No
6870-ECSHE,False,Female,False,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Cheque enviado,20.45,34.8,1,Serviços básicos,No_No
6870-ZWMNX,False,Male,False,Yes,No,70,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Cartão de crédito (automático),76.1,5264.25,7,Serviço completo,Yes_No
6872-HXFNF,False,Female,False,Yes,No,64,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,No,Transferência bancária (automática),58.35,3756.45,5,Serviços intermediários,Yes_No
6873-UDNLD,False,Male,False,No,No,40,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Cheque eletrônico,67.45,2731.0,5,Serviços intermediários,No_No
6874-SGLHU,False,Male,False,No,No,30,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Transferência bancária (automática),97.0,3021.3,5,Serviços intermediários,No_No
6876-ADESB,True,Male,False,No,Yes,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Cheque eletrônico,48.95,48.95,3,Serviços intermediários,No_Yes
6877-LGWXO,True,Male,True,Yes,No,18,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Cheque eletrônico,78.55,1422.65,3,Serviços intermediários,Yes_No
6877-TJMBR,True,Male,False,Yes,No,1,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Cheque eletrônico,84.8,84.8,4,Serviços intermediários,Yes_No
6878-GGDWG,False,Female,False,Yes,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Transferência bancária (automática),19.4,641.15,1,Serviços básicos,Yes_No
6885-PKOAM,False,Female,False,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Cartão de crédito (automático),85.75,6223.8,9,Serviço completo,Yes_No
6888-SBYAI,False,Male,False,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Cheque enviado,50.7,50.7,3,Serviços intermediários,No_No
6890-PFRQX,False,Male,False,No,No,18,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Cheque enviado,69.5,1199.4,6,Serviço completo,No_No
6891-JPYFF,False,Female,False,Yes,Yes,48,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Cartão de crédito (automático),105.25,4997.5,7,Serviço completo,Yes_Yes
6892-BOGQE,False,Female,False,Yes,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Transferência bancária (automática),20.9,1493.2,1,Serviços básicos,Yes_No
6892-EZDTG,True,Female,False,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Cheque eletrônico,91.65,365.4,5,Serviços intermediários,Yes_No
6892-XPFPU,True,Male,True,Yes,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Cheque eletrônico,104.25,2433.9,7,Serviço completo,Yes_No
6893-ODYYE,False,Male,False,No,No,50,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Cartão de crédito (automático),90.1,4549.45,6,Serviço completo,No_No
6894-LFHLY,True,Male,True,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Cheque eletrônico,75.75,75.75,3,Serviços intermediários,No_No
6896-SRVYQ,False,Male,True,No,No,44,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Cheque eletrônico,73.85,3122.4,3,Serviços intermediários,No_No
6897-RWMUB,False,Male,False,Yes,Yes,61,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Transferência bancária (automática),68.05,4158.25,6,Serviço completo,Yes_Yes
6897-UUBNU,False,Male,False,No,No,29,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Cheque enviado,89.65,2623.65,5,Serviços intermediários,No_No
6898-MDLZW,False,Male,False,No,No,12,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Cheque enviado,53.75,648.65,4,Serviços intermediários,No_No
6898-RBTLU,False,Female,False,Yes,Yes,49,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Transferência bancária (automática),79.3,3902.45,7,Serviço completo,Yes_Yes
6899-PPEEA,True,Female,True,No,No,37,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Cheque eletrônico,96.55,3580.3,5,Serviços intermediários,No_No
6900-PXRMS,True,Male,True,Yes,Yes,26,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Cheque eletrônico,105.75,2710.25,7,Serviço completo,Yes_Yes
6900-RBKER,False,Male,False,No,No,52,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Cartão de crédito (automático),89.45,4577.75,5,Serviços intermediários,No_No
6901-GOGZG,False,Male,False,No,Yes,60,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Cheque eletrônico,84.95,4984.85,8,Serviço completo,No_Yes
6904-JLBGY,False,Female,True,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Cartão de crédito (automático),117.35,8436.25,9,Serviço completo,No_No
6905-NIQIN,True,Male,False,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Cheque enviado,50.65,50.65,3,Serviços intermediários,No_No
6906-ANDWJ,True,Male,False,Yes,Yes,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Transferência bancária (automática),74.9,1107.25,3,Serviços intermediários,Yes_Yes
6906-MPARY,False,Male,False,No,No,40,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Cartão de crédito (automático),89.6,3488.15,5,Serviços intermediários,No_No
6907-CQGPN,False,Male,False,No,No,29,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Cheque eletrônico,34.3,1004.75,4,Serviços intermediários,No_No
6907-FLBER,False,Male,False,No,No,1,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Cheque eletrônico,54.3,54.3,4,Serviços intermediários,No_No
6907-NZZIJ,True,Female,False,No,No,36,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Cheque eletrônico,99.15,3615.6,6,Serviço completo,No_No
6908-VVYHM,False,Male,False,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Cheque eletrônico,90.65,5931.0,5,Serviços intermediários,Yes_No
6910-HADCM,True,Female,False,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Cheque eletrônico,76.35,76.35,3,Serviços intermediários,No_No
6916-HIJSE,False,Female,False,No,No,65,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Transferência bancária (automática),84.85,5459.2,8,Serviço completo,No_No
6917-FIJHC,False,Female,False,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Cheque enviado,26.0,1776.0,2,Serviços básicos,Yes_No
6917-IAYHD,False,Male,False,No,Yes,1,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Cheque enviado,33.6,33.6,4,Serviços intermediários,No_Yes
6917-YACBP,False,Female,True,No,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Cheque eletrônico,89.75,5496.9,6,Serviço completo,No_No
6918-UMQCG,False,Female,False,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Cheque eletrônico,80.2,384.25,3,Serviços intermediários,No_No
6919-ELBGL,False,Male,True,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Transferência bancária (automática),114.95,8196.4,9,Serviço completo,Yes_Yes
6921-OZMFH,False,Male,False,Yes,Yes,5,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Cheque enviado,55.7,259.4,4,Serviços intermediários,Yes_Yes
6922-NCEDI,False,Male,False,No,Yes,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Cheque enviado,21.2,1238.65,1,Serviços básicos,No_Yes
6923-AQONU,False,Male,False,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Cheque enviado,20.9,454.0,1,Serviços básicos,Yes_Yes
6923-EFPNL,True,Male,False,No,No,4,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Cartão de crédito (automático),51.75,201.1,3,Serviços intermediários,No_No
6923-JHPMP,False,Female,False,No,No,2,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Cheque eletrônico,80.45,137.1,4,Serviços intermediários,No_No
6924-TDGMT,False,Male,False,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Cheque enviado,20.55,184.95,1,Serviços básicos,Yes_No
6925-BAYGL,False,Female,True,Yes,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Cartão de crédito (automático),25.1,1275.6,2,Serviços básicos,Yes_No
6927-WTFIV,True,Male,True,No,No,20,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Cartão de crédito (automático),71.3,1389.2,2,Serviços básicos,No_No
6928-ONTRW,False,Female,False,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Cartão de crédito (automático),19.7,1379.8,1,Serviços básicos,Yes_Yes
6933-FHBZC,False,Female,False,No,No,26,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,Cheque enviado,56.05,1553.2,4,Serviços intermediários,No_No
6933-VLYFX,False,Male,False,Yes,Yes,31,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Cheque eletrônico,59.95,1848.8,7,Serviço completo,Yes_Yes
6937-GCDGQ,False,Male,False,Yes,Yes,19,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Transferência bancária (automática),48.95,955.6,3,Serviços intermediários,Yes_Yes
6941-KXRRV,False,Female,True,Yes,No,48,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,Yes,Transferência bancária (automática),58.95,2789.7,4,Serviços intermediários,Yes_No
6941-PMGEP,True,Female,False,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Cheque eletrônico,80.0,412.5,3,Serviços intermediários,No_No
6942-LBFDP,False,Female,False,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Cheque enviado,20.55,33.6,1,Serviços básicos,No_No
6946-LMSQS,True,Male,True,Yes,No,25,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Cheque eletrônico,89.05,2177.45,5,Serviços intermediários,Yes_No
6950-TWMYB,False,Male,False,Yes,Yes,54,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Transferência bancária (automática),79.95,4362.05,4,Serviços intermediários,Yes_Yes
6952-OMNWB,False,Male,True,Yes,No,68,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Cartão de crédito (automático),80.35,5589.3,4,Serviços intermediários,Yes_No
6953-PBDIN,False,Male,False,Yes,No,70,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Transferência bancária (automática),72.95,5265.55,7,Serviço completo,Yes_No
6954-OOYZZ,False,Male,False,Yes,No,18,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Transferência bancária (automática),44.35,768.05,2,Serviços básicos,Yes_No
6956-SMUCM,True,Female,False,No,No,3,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Cartão de crédito (automático),99.0,287.4,6,Serviço completo,No_No
6959-GQEGV,False,Male,False,No,No,45,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Cheque eletrônico,75.95,3273.8,6,Serviço completo,No_No
6959-UWKHF,True,Male,False,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Cheque eletrônico,42.9,42.9,2,Serviços básicos,No_No
6960-HVYXR,True,Female,False,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Cheque eletrônico,76.0,76.0,3,Serviços intermediários,No_No
6961-MJKBO,False,Male,False,No,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Transferência bancária (automática),20.45,943.0,1,Serviços básicos,No_No
6961-VCPMC,True,Male,True,Yes,No,46,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Cheque eletrônico,80.4,3605.2,3,Serviços intermediários,Yes_No
6963-EZQEE,False,Male,True,Yes,No,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Cartão de crédito (automático),88.55,6306.5,9,Serviço completo,Yes_No
6963-KQYQB,False,Female,False,Yes,Yes,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Cheque enviado,24.05,1764.75,2,Serviços básicos,Yes_Yes
6967-PEJLL,False,Male,False,Yes,Yes,37,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Cheque eletrônico,40.2,1525.35,5,Serviços intermediários,Yes_Yes
6967-QIQRV,False,Male,False,Yes,Yes,15,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,No,Cheque eletrônico,101.9,1667.25,6,Serviço completo,Yes_Yes
6968-GMKPR,False,Female,False,No,No,55,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Cheque eletrônico,81.55,4509.5,4,Serviços intermediários,No_No
6968-MHOMU,False,Male,False,Yes,No,58,No,No phone service,DSL,No,No,No,No,Yes,Yes,One year,Yes,Cartão de crédito (automático),45.0,2689.35,4,Serviços intermediários,Yes_No
6968-URWQU,False,Male,False,Yes,No,43,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Cheque enviado,56.35,2391.15,3,Serviços intermediários,Yes_No
6969-MVBAI,False,Female,True,No,No,9,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Cheque eletrônico,90.1,816.8,5,Serviços intermediários,No_No
6972-SNKKW,False,Female,False,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Cheque enviado,20.0,109.2,1,Serviços básicos,No_No
6974-DAFLI,False,Female,False,Yes,No,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Cheque eletrônico,19.7,1140.05,1,Serviços básicos,Yes_No
6976-BWGLQ,False,Female,False,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Transferência bancária (automática),25.2,1787.35,2,Serviços básicos,Yes_Yes
6979-TNDEU,False,Female,False,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Cheque enviado,19.2,156.85,1,Serviços básicos,No_No
6979-ZNSFF,True,Female,False,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Cheque eletrônico,87.05,762.1,4,Serviços intermediários,No_No
6980-CDGFC,False,Female,False,Yes,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Transferência bancária (automática),20.85,1327.4,1,Serviços básicos,Yes_No
6980-IMXXE,False,Female,False,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Transferência bancária (automática),20.2,1412.65,1,Serviços básicos,Yes_Yes
6981-TDRFT,False,Male,False,Yes,Yes,44,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Cheque eletrônico,54.3,2317.1,6,Serviço completo,Yes_Yes
6982-SSHFK,True,Male,False,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Cheque enviado,44.4,44.4,2,Serviços básicos,No_No
6982-UQZLY,True,Female,True,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Cheque enviado,20.85,20.85,1,Serviços básicos,Yes_No
6985-HAYWX,False,Female,False,Yes,No,26,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Transferência bancária (automática),79.3,2015.8,4,Serviços intermediários,Yes_No
6986-IJDHX,True,Male,False,Yes,Yes,39,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Cheque enviado,86.3,3266.0,4,Serviços intermediários,Yes_Yes
6986-IXNDM,False,Male,False,No,No,14,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Cheque eletrônico,92.9,1337.45,4,Serviços intermediários,No_No
6987-XQSJT,True,Female,True,No,No,54,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Cheque eletrônico,79.5,4370.25,4,Serviços intermediários,No_No
6988-CJEYV,False,Male,False,No,No,49,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Cheque eletrônico,98.7,4920.55,6,Serviço completo,No_No
6990-YNRIO,True,Male,False,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Transferência bancária (automática),108.65,6937.95,8,Serviço completo,Yes_Yes
6992-TKNYO,False,Male,False,Yes,No,38,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,No,Cartão de crédito (automático),69.0,2669.45,6,Serviço completo,Yes_No
6993-OHLXR,True,Female,False,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Cheque eletrônico,68.95,119.75,2,Serviços básicos,No_No
6993-YCOBK,False,Male,False,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Cheque eletrônico,110.6,6586.85,8,Serviço completo,Yes_Yes
6993-YGFJV,False,Male,False,Yes,No,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Transferência bancária (automática),112.55,7806.5,9,Serviço completo,Yes_No
6994-FGRHH,False,Male,False,Yes,Yes,70,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Cheque eletrônico,106.15,7475.1,7,Serviço completo,Yes_Yes
6994-KERXL,False,Male,False,No,No,4,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Cheque eletrônico,55.9,238.5,3,Serviços intermediários,No_No
6994-ORCWG,False,Female,False,No,No,14,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Cheque enviado,54.25,773.2,4,Serviços intermediários,No_No
6996-KNSML,True,Female,False,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Cheque eletrônico,74.9,74.9,3,Serviços intermediários,No_No
6997-UVGOX,False,Male,False,Yes,Yes,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Transferência bancária (automática),85.45,6029.9,8,Serviço completo,Yes_Yes
6999-CHVCF,False,Male,False,No,No,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Transferência bancária (automática),102.1,7149.35,7,Serviço completo,No_No
7000-WCEVQ,True,Female,True,No,No,20,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Cheque enviado,61.6,1174.35,4,Serviços intermediários,No_No
7005-CCBKV,True,Male,False,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Cheque eletrônico,84.4,556.35,4,Serviços intermediários,No_No
7005-CYUIL,False,Female,True,Yes,No,71,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Cheque eletrônico,99.4,7168.25,7,Serviço completo,Yes_No
7008-LZVOZ,False,Male,False,Yes,Yes,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Cartão de crédito (automático),25.3,1672.35,2,Serviços básicos,Yes_Yes
7009-LGECI,False,Female,False,No,No,4,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Transferência bancária (automática),50.55,235.65,3,Serviços intermediários,No_No
7009-PCARS,False,Male,False,No,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Transferência bancária (automática),19.1,1001.5,1,Serviços básicos,No_Yes
7010-BRBUU,False,Male,False,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Cartão de crédito (automático),24.1,1734.65,2,Serviços básicos,Yes_Yes
7010-ZMVBF,False,Female,False,Yes,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Cheque enviado,20.45,357.0,1,Serviços básicos,Yes_Yes
7011-CVEUC,False,Male,False,Yes,No,25,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Cartão de crédito (automático),95.7,2338.35,5,Serviços intermediários,Yes_No
7013-PSXHK,False,Female,False,No,No,40,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Cheque enviado,80.75,3208.65,7,Serviço completo,No_No
7014-ZZXAW,False,Female,False,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Cartão de crédito (automático),24.25,1732.95,2,Serviços básicos,Yes_No
7016-BPGEU,True,Female,False,No,No,29,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Cartão de crédito (automático),25.1,712.85,2,Serviços básicos,No_No
7016-NVRIC,False,Male,True,Yes,No,29,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Transferência bancária (automática),90.1,2656.7,5,Serviços intermediários,Yes_No
